Descrição do Item;Unid.;Cód.Grupo;GRUPO DE PRODUTOS;INSUMOS/PRODUTOS;FORNECEDOR/PRODUTOS
Tampo de marmore para lavatorio;M2;38;MÁRMORE E GRANITO;TAMPO;
Tampo de marmore para pia;M2;38;MÁRMORE E GRANITO;TAMPO;
Tanque 22 litros, branca;UN;36;LOUÇA SANITÁRIA;TANQUE;
Tanque Aco Inox;UN;39;METAL SANITÁRIO E ACESSÓRIO;TANQUE;
Tanque de louça;UN;36;LOUÇA SANITÁRIA;TANQUE;
Tanque espargidor com bomba, capacidade 6000 l - aquisição;UN;37.11;MÁQUINA E EQUIPAMENTO;TANQUE ;
Tanque irrigador com barra de irrigação e bico de pato, capacidade 800;UN;37.11;MÁQUINA E EQUIPAMENTO;TANQUE ;
Tapete em vinil personalizado;M2;94;TAPETE EM VINIL;TAPETE PERSONALIZADO;
Tarracha para cano PVC 1 1/4 a 2 Tigre;UN;29;HIDROSANITÁRIO E GAS;TARRACHA;
Tarracha para Cano PVC Kit 3 pças King Steel;UN;29;HIDROSANITÁRIO E GAS;TARRACHA;
Tarucel de 25mm;M;30;IMPERMEABILIZAÇÃO;TARUCEL ;
Tê 90 de inspeção PBV de PVC branco para esgoto serie normal (diâmetro;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 de red PBV PVC branco esgoto normal entrada: 100mm /saída: 50mm;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 de red PBV PVC branco esgoto normal entrada: 100mm /saída: 75mm;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 de red PBV PVC branco esgoto normal entrada: 150mm /saída:100mm;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 de red PBV PVC branco esgoto normal entrada: 75mm /saída:100mm;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 graus cobre soldavel, D= 22 mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê 90 PB soldável de PVC branco para esgoto serie normal (diâm: 40mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 roscável  PVC branco para água fria (diâmetro da seção: 1 1/2);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 roscável  PVC branco para água fria (diâmetro da seção: 1 1/4);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 roscável de PVC branco para água fria (diâmetro da seção: 1 );UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 roscável de PVC branco para água fria (diâmetro da seção: 1/2 );UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 roscável de PVC branco para água fria (diâmetro da seção: 2 );UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 roscável de PVC branco para água fria (diâmetro da seção: 3/4 );UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 110mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 20mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 25mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 32mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 40mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 50mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 60mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 75mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê 90 soldável de PVC marrom para água fria (diâmetro da seção: 85mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê azul , D= 20 mm x 1/2 polegadas;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê cerâmico PBB para esgoto sanitário (diâmetro da seção: 100,00 mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê cerâmico PBB para esgoto sanitário (diâmetro da seção: 150,00 mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê cerâmico PBB para esgoto sanitário (diâmetro da seção: 200,00 mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê cerâmico PBB para esgoto sanitário (diâmetro da seção: 250,00 mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê cerâmico PBB para esgoto sanitário (diâmetro da seção: 300,00 mm);UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê de cobre soldavel,D=28 mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê de ferro maleavel d=79mm;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê de Inspeção PVC Esgoto 100 x 2 1/2 x 100;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê de reducao cobre soldavel, D=(66 x 28)mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê de reducao PVC marrom, D=(75 x 60)mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê esgoto, D= 100 mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê misturador de CPVC bege-claro para água quente (diâmetro da parte s;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê Perfurado para Eletrocalha  50 larg x 10 alt;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TÊ;
Tê Perfurado para Eletrocalha  900 x 150;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TÊ;
Tê Perfurado para Eletrocalha 30 cm larg x 10 cm altura;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TÊ;
Tê PVC marrom, D= 20 mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê sanitario PVC esgoto, D= 100 mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê sanitario serie R, D= (100 x 50)mm;UN;29;HIDROSANITÁRIO E GAS;TEE;
Tê soldável BB de bronze para af/aq/gas/incêndio (diâmetro nominal: 10;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê soldável BB de bronze para af/aq/gas/incêndio (diâmetro nominal: 35;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê soldável BB de bronze para af/aq/gas/incêndio (diâmetro nominal: 42;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Tê soldável BB de cobre 66mm;UN;29;HIDROSANITÁRIO E GAS;TÊ;
Teclado;UN;16;EQUIPAMENTO PARA ESCRITÓRIO;TECLADO;
Tela de arame galvanizado;M2;53;TELA;TELA;
Tela de estuque 50cm x 100 m;M2;53;TELA;TELA;
Tela de Juta (rolo 1x100);M2;53;TELA;TELA;
Tela de poliéster adesiva com reforço central (largura: 150 mm / refor;M2;30;IMPERMEABILIZAÇÃO;TELA ;
Tela de poliéster adesiva sem reforço (largura: 250 mm);M2;30;IMPERMEABILIZAÇÃO;TELA ;
Tela de poliester TQ2, L= 1,00 m x 50 m;M2;30;IMPERMEABILIZAÇÃO;TELA ;
Tela de poliester Veda trinca, L= 10 cm x 10m;M2;53;TELA;TELA;
Tela de poliester Veda trinca, L= 15 cm x 10m;M2;53;TELA;TELA;
Tela eletrosoldada 15x15mm;M2;53;TELA;TELA;
Tela Fachadeira - Acessórios (costura+corda+presilhas);M2;53;TELA;TELA;
Tela fachadeira em nylon com logotipo, L= 3,00 m;M2;53;TELA;TELA;
Tela fachadeira em nylon sem logotipo, L= 3,00 m;M2;53;TELA;TELA;
"Tela galvanizada fachafort malha (25 x 25)mm; fio 1,24 mm";M2;53;TELA;TELA;
"Tela galvanizada para alvenaria fio 1,65mm; (12,0 x 50)cm";M2;53;TELA;TELA;
"Tela galvanizada para alvenaria fio 1,65mm; (6,0 x 50)cm";M2;53;TELA;TELA;
"Tela galvanizada para alvenaria fio 1,65mm; (7,5 x 50)cm";M2;53;TELA;TELA;
Tela galvanizada tipo pinteiro hexagonal;M2;6;CERCAMENTO ;TELA GALVANIZADA;
"Tela nervurada aco CA 60; Q138; malha (10 x 10)cm; fio 4,2 mm";M2;25;FERRO E AÇO;TELA;
"Tela nervurada aco CA 60; Q75; malha (15 x 15)cm; fio 3,8 mm";M2;25;FERRO E AÇO;TELA;
"Tela nervurada aco CA 60; Q92; malha (15 x 15)cm; fio 4,2 mm";M2;25;FERRO E AÇO;TELA;
Tela Nylon Mosquiteiro;UN;53;TELA;TELA;
Tela para alambrado;M2;6;CERCAMENTO ;TELA GALVANIZADA;
Tela para estuque;M2;53;TELA;TELA;
Tela para Gesso;M2;53;TELA;TELA;
Tela plastica para tapume rolo 1,20m x 50,00m;RL;53;TELA;TELA;
Tela PVC para impermebilizacao;M2;30;IMPERMEABILIZAÇÃO;TELA ;
"Tela tapume Tapfort L=1,20m; C= 50 m, cor laranja";M2;53;TELA;TELA;
Telha Americana Esmaltada ( 1 Face);Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Americana Esmaltada ( 2 Face);Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Americana Mesclada (Santa Catarina);Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Americana Vermelha (Minas Gerais);Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Americana Vermelha (Santa Catarina);Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Americana Vermelha (São Paulo);Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha ceramica colonial esmaltada;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha ceramica colonial natural;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha colonial de concreto;Mil;9.2;COBERTURA ;TELHA DE CONCRETO;
Telha Curva São Paulo 22;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Curva São Paulo 26;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha de chapa galvanizada trapezoidal;M2;9.9;COBERTURA ;TELHA GALVANIZADA;
Telha de chapa galvanizada trapezoidal sanduiche;M2;9.9;COBERTURA ;TELHA SANDUICHE;
"Telha de Fibrocimento ondulada 4 mm; C=2,44 m, L= 0,50m";UN;9.5;COBERTURA ;TELHA AMIANTO;
"Telha de Fibrocimento ondulada 6 mm; C=1,22 m, L= 0,50m";UN;9.5;COBERTURA ;TELHA AMIANTO;
"Telha de Fibrocimento ondulada 6 mm; C=1,53 m, L= 0,50m";UN;9.5;COBERTURA ;TELHA AMIANTO;
"Telha de Fibrocimento ondulada 6 mm; C=1,83 m, L= 0,50m";UN;9.5;COBERTURA ;TELHA AMIANTO;
"Telha de Fibrocimento ondulada 6 mm; C=2,13 m, L= 0,50m";UN;9.5;COBERTURA ;TELHA AMIANTO;
"Telha de Fibrocimento ondulada 6 mm; C=2,44 m, L= 0,50m";UN;9.5;COBERTURA ;TELHA AMIANTO;
Telha fibra de vidro ondulada;UN;9.2;COBERTURA ;TELHA FIBRA DE VIDRO;
Telha Plan São Paulo 26;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Planzinha Monte Carmelo;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Portuguesa;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Telha Romana;Mil;9.2;COBERTURA ;TELHA CERÂMICA;
Tensor para Forma de Concreto (castanha);UN;27.6;FORMA PARA CONCRETO;TENSOR;
Tento em miracema;M;41;PEDRA DECORATIVA;MIRACEMA;
Terminal;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal ( WAP) 1/4;UN;37.5;MÁQUINA E EQUIPAMENTO;TERMINAL;
Terminal ( WAP) Jacto Pistola 1/4;UN;37.5;MÁQUINA E EQUIPAMENTO;TERMINAL ;
Terminal Agulha  10 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Agulha  35 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Agulha 1,5 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal agulha 10mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal agulha 16mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal agulha 6mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de aluminio, D= 4 polegadas;UN;54;VENTILAÇÃO E EXAUSTÃO;TERMINAL;
Terminal de Aperto de cobre para cabo  25 mm2;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de Aperto de cobre para cabo 185 mm2;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de Aperto de cobre para cabo 50 mm2;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de Aperto para cabo 95 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 10 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 120 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 150 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 16 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 185 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 2,5mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 240 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 25 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 35 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 50 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 6 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 70 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de pressão para cabo 95 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal de Ventilação 100;UN;29;HIDROSANITÁRIO E GAS;TERMINAL;
Terminal de Ventilação 75;UN;29;HIDROSANITÁRIO E GAS;TERMINAL;
Terminal de Ventilação Código. 59502719 Tigre;UN;29;HIDROSANITÁRIO E GAS;TERMINAL;
Terminal Garfo 1,5mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Garfo 10,0 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Garfo 2,5mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Garfo 6,0 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  1,5mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  10 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  16 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  2,5mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  25 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  35 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Olhal  6 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Tubular  35 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal Tubular  6,0mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal tubular 25 mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terminal tubular tipo ilhós pré isolados 2,5mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TERMINAL;
Terra vegetal;M3;32;JARDINAGEM E PAISAGISMO;TERRA;
Tesoura para cortar ferro;UN;23;FERRAMENTA;TESOURA FERRO;
Teste Digital 12V A 500V;UN;23;FERRAMENTA;TESTE;
Textura PVA;L;42;PINTURA ;TEXTURA;
Thinner;L;42;PINTURA ;THINNER;
Tijolinho comum aparente;UN;4.1;ALVENARIA;TIJOLO MACIÇO APARENTE;
Tijolo baiano (10 x 15 x 30)cm;UN;4.1;ALVENARIA;TIJOLO BAIANO;
Tijolo de barro macico (4,5 x 9,5 x 19,5)cm;UN;4.1;ALVENARIA;TIJOLO DE BARRO MACICO;
Tijolo furado (10 x 15 x 20)cm;UN;4.1;ALVENARIA;TIJOLO FURADO MACIÇO;
Tijolo refratario(5 x 11,5 x 23)cm;UN;15;EQUIPAMENTO GOURMET;TIJOLO REFRATARIO;
Tinta a oleo;L;42;PINTURA ;TINTA;
Tinta anti raiz;L;42;PINTURA ;TINTA;
Tinta esmalte;L;42;PINTURA ;TINTA;
Tinta esmalte Sintético;LA;42;PINTURA ;TINTA;
Tinta latex acrilico branca;L;42;PINTURA ;TINTA;
Tinta latex acrilico fosco branca;L;42;PINTURA ;TINTA;
Tinta latex acrilico fosco colorida;L;42;PINTURA ;TINTA;
Tinta latex acrilico semibrilho colorida;L;42;PINTURA ;TINTA;
Tinta latex PVA branca;L;42;PINTURA ;TINTA;
Tinta para piso;L;42;PINTURA ;TINTA;
Toldo de lona;M2;9.11;COBERTURA ;TOLDO LONA;
Tomada 2P+T pad bras redonda 20A para Extensão;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada 4 Pinos tipo Industrial 20 A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de embutir 2 pólos+terra (tensão: 250,00 V / corrente elétrica:;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de embutir 3 pólos+terra (tensão: 250,00 V / corrente elétrica:;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de embutir de telefone 4 pólos (padrão: TELEBRÁS);UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de embutir para pino Jack 1/4;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de embutir universal 2 pólos redonda (tensão: 250,00 V / corren;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de Piso Padrão BRAS 10A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de Piso Padrão BRAS 20A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de sobrepor plug fêmea 10A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de sobrepor plug fêmea 20A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada de sobrepor plug fêmea 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada pad bras 20A para Condulete;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada para telefone 4P;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada para Telefone RJ11 de Embutir completo;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada Plug Macho 10A para Extensão;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada Plug Macho 20A para Extensão;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada plug macho 250A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada sobrepor 3P 20A 220v;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada sobrepor 4P 32A 220v;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada trifasica(4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada universal 2P e antena(4 x 4)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada universal 2P(4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada universal 2P(4 x 4)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Tomada universal 2P+T (4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Toner para impressora Laser;UN;16;EQUIPAMENTO PARA ESCRITÓRIO;TONER;
Torneira de bóia eletrônica para caixa dágua 40 m.m (diâmetro da seção;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TORNEIRA;
Torneira de boia, D= 2 polegadas;UN;29;HIDROSANITÁRIO E GAS;TORNEIRA;
Torneira de cozinha, de bancada com bica movel;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira de cozinha, de parede com bica movel;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira para jardim e uso geral;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira para lavatorio com bica alta;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira para lavatorio com bica baixa;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira para lavatorio de mesa;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira para maquina de lavar;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torneira para tanque;UN;39;METAL SANITÁRIO E ACESSÓRIO;TORNEIRA;
Torno Encanador Port 3;UN;23;FERRAMENTA;TORNO;
Torre de guincho;UN;37.4;MÁQUINA E EQUIPAMENTO;TORRE ;
Transferidor de Gás - Max-chamas;UN;29;HIDROSANITÁRIO E GAS;TRANSFERIDOR;
Transformador de baixa tensão;UN;78;TRANSFORMADOR;TRANSFORMADOR ;
Transformador para solda;UN;37.4;MÁQUINA E EQUIPAMENTO;TRANSFORMADOR ;
Transporte de carga (MG/SP/RJ);KM;98;TRANSPORTE DE CARGA PESADA;TRANSPORTE;
Trena aço 30m;UN;23;FERRAMENTA;TRENA;
Trena aço 5m;UN;23;FERRAMENTA;TRENA;
Trena aco, C= 10,00 m;UN;23;FERRAMENTA;TRENA;
Trena aco, C= 30,00 m;UN;23;FERRAMENTA;TRENA;
Trena aco, C= 5,00 m;UN;23;FERRAMENTA;TRENA;
Trena de  50m;UN;23;FERRAMENTA;TRENA;
Trena de Aço de 10 m;UN;23;FERRAMENTA;TRENA;
Trena de fibra de vidro com alma de aco, C= 30,00 m;UN;23;FERRAMENTA;TRENA;
Tres interruptores paralelos (4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Tres interruptores simples (4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Tres interruptores, dois simples e um paralelo (4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Tres interruptores, um simples e dois paralelos (4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Trilho P/ Disjuntor Din C/ 100 x 33;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TRILHO;
Trilho P/ Disjuntor Din C/ 183 x 33;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TRILHO;
Trilho P/ Disjuntor Din C/ 290 x 33;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TRILHO;
Trincha;UN;42;PINTURA ;TRINCHA;
Trincha 75mm 3¨ lã de carneiro;UN;42;PINTURA ;TRINCHA;
"Trincha dupla (largura: 2"" )";UN;42;PINTURA ;TRINCHA;
Trinco;UN;22;FERRAGEM DE PORTA;TRINCO;
Tripe com rosca para nivelamento;MIL;37.1;MÁQUINA E EQUIPAMENTO;TRIPE ;
Tubo cerâmico para esgoto sanitario (diâmetro da seção: 100,00 mm);M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo cerâmico para esgoto sanitario (diâmetro da seção: 150,00 mm);M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo cerâmico para esgoto sanitario (diâmetro da seção: 200,00 mm);M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo cerâmico para esgoto sanitario (diâmetro da seção: 250,00 mm);M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo cerâmico para esgoto sanitario (diâmetro da seção: 300,00 mm);M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de aço inox 304;UN;58;ARTEFATO DE AÇO INOX;TUBO;
Tubo de cobre classe A, D= 22 mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E - 15mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E - 22mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E - 54mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E - 66mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E - 79mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E para água fria, quente, recalq, incênd 104mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E para água fria, quente, recalq, incênd 28mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E para água fria, quente, recalq, incênd 35mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E para água fria, quente, recalq, incênd 42mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de cobre classe E, D= 22 mm;M;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de Cobre Flexivel de 1/2 (Panqueca 15 Metros);KG;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de Cobre Flexivel de 1/4 (Panqueca 15 Metros);KG;29;HIDROSANITÁRIO E GAS;TUBO;
"Tubo de concreto para dreno D=0,2 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,3 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,3 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,4 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,4 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,5 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,5 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,6 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,6 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,8 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=0,8 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=1,0 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=1,0 m; simples";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=1,5 m; armado";UN;12.2;DRENO;TUBO;
"Tubo de concreto para dreno D=1,5 m; simples";UN;12.2;DRENO;TUBO;
Tubo de ferro;UN;74;PERFIL METÁLICO;TUBO;
Tubo de ferro fundido dúctil Barbará;UN;29;HIDROSANITÁRIO E GAS;TUBO;
Tubo de ferro galvanizado com costura;UN;76;TUBO GALVANIZADO;TUBO;
Tubo de ferro galvanizado sem costura;UN;76;TUBO GALVANIZADO;TUBO;
Tubo de ligacao com canopla;UN;39;METAL SANITÁRIO E ACESSÓRIO;LIGAÇÃO;
Tubo de ligação cx. Descarga sob 40mmx1,60m;UN;29;HIDROSANITÁRIO E GAS;TUBO;
